"id","user_id","device_name","device_id","created_at","is_active"
"1","1","Test GPS Tracker","test_gps_engine","2025-12-25 18:38:19","1"
"id","device_id","user_id","latitude","longitude","satellites","recorded_at"
"54","1","1","13.14811800","80.29421200","14","2026-01-01 17:18:30"
"55","1","1","13.14811800","80.29421200","14","2026-01-01 17:18:43"
"56","1","1","13.14811900","80.29421200","14","2026-01-01 17:18:56"
"57","1","1","13.14811900","80.29420500","14","2026-01-01 17:19:08"
"58","1","1","13.14811700","80.29420500","14","2026-01-01 17:19:21"
"59","1","1","13.14811600","80.29420500","14","2026-01-01 17:19:33"
"60","1","1","13.14811400","80.29420500","15","2026-01-01 17:19:46"
"61","1","1","13.14811100","80.29420500","15","2026-01-01 17:19:59"
"62","1","1","13.14810400","80.29422800","5","2026-01-02 11:53:06"
"63","1","1","13.14808800","80.29422800","7","2026-01-02 11:53:19"
"64","1","1","13.14806000","80.29425800","7","2026-01-02 11:54:13"
"65","1","1","13.14806700","80.29424300","7","2026-01-02 11:54:25"
"66","1","1","13.14806400","80.29422800","9","2026-01-02 11:54:38"
"67","1","1","13.14806700","80.29422000","9","2026-01-02 11:54:51"
"68","1","1","13.14807000","80.29422000","10","2026-01-02 11:55:03"
"69","1","1","13.14807500","80.29420500","10","2026-01-02 11:55:16"
"70","1","1","13.14807800","80.29419700","10","2026-01-02 11:55:29"
"71","1","1","13.14816500","80.29407500","10","2026-01-02 11:55:50"
"72","1","1","13.14811400","80.29414400","11","2026-01-02 11:56:02"
"73","1","1","13.14810900","80.29415900","11","2026-01-02 11:56:15"
"74","1","1","13.14810000","80.29416700","11","2026-01-02 11:56:28"
"75","1","1","13.14809600","80.29418200","11","2026-01-02 11:56:41"
"76","1","1","13.14809200","80.29418900","11","2026-01-02 11:57:03"
"77","1","1","13.14808900","80.29419700","13","2026-01-02 11:57:15"
"78","1","1","13.14808800","80.29419700","13","2026-01-02 11:57:28"
"79","1","1","13.14808700","80.29420500","13","2026-01-02 11:57:40"
"80","1","1","13.14808700","80.29420500","13","2026-01-02 11:57:53"
"81","1","1","13.14808800","80.29420500","13","2026-01-02 11:58:06"
"82","1","1","13.14808800","80.29420500","13","2026-01-02 11:58:19"
"83","1","1","13.14808800","80.29420500","13","2026-01-02 11:58:31"
"84","1","1","13.14808800","80.29421200","13","2026-01-02 11:58:44"
"85","1","1","13.14808800","80.29421200","13","2026-01-02 11:58:58"
"86","1","1","13.14808700","80.29421200","13","2026-01-02 11:59:10"
"87","1","1","13.14808700","80.29421200","13","2026-01-02 11:59:23"
"88","1","1","13.14808700","80.29421200","13","2026-01-02 11:59:35"
"89","1","1","13.14808700","80.29421200","13","2026-01-02 11:59:48"
"90","1","1","13.17314900","80.30353500","13","2026-01-04 07:42:51"
"91","1","1","13.17316200","80.30353500","16","2026-01-04 07:43:04"
"92","1","1","13.17318100","80.30355100","16","2026-01-04 07:43:17"
"93","1","1","13.03148800","80.24026500","5","2026-01-04 08:35:41"
"94","1","1","13.03139200","80.24033400","5","2026-01-04 08:35:53"
"95","1","1","13.03136200","80.24029500","5","2026-01-04 08:36:06"
"96","1","1","13.03145800","80.24045600","8","2026-01-04 08:36:19"
"97","1","1","13.03143900","80.24046300","9","2026-01-04 08:36:32"
"98","1","1","13.03142100","80.24047100","9","2026-01-04 08:36:45"
"99","1","1","13.03004900","80.24032600","6","2026-01-04 09:53:36"
"100","1","1","13.02998400","80.24027300","6","2026-01-04 09:53:49"
"101","1","1","13.02997800","80.24019600","9","2026-01-04 09:54:02"
"102","1","1","13.02998400","80.24018900","9","2026-01-04 09:54:15"
